matrix,threads,nnz,rows,rep,l1miss,l2miss,l1miss_sc,l2miss_sc,l1red,l2red
li,1,1350309,22695,1,65455.203125,64714.203125,65424.203125,63295.734375,0.047360635243617236,2.191897113003352
Lin,1,1766400,256000,1,122400.03125,98800.03125,122400.03125,82800.0,0.0,16.194358491156855
Linux_call_graph,1,1208908,324085,1,317857.90625,76922.90625,262518.90625,76922.90625,17.40998065861387,0.0
ljournal-2008,1,79023142,5363260,1,33614759.5625,15240123.5625,29968628.5625,12969279.5625,10.846815647218122,14.900430371756707
loc-Gowalla,1,1900654,196591,1,1019103.125,101380.125,868134.125,89093.15625,14.813908062542739,12.119701716682634
Long_Coup_dt0,1,87088992,1470152,1,4580752.03125,4220124.03125,4414360.03125,4220124.03125,3.6324166613881257,0.0
Long_Coup_dt6,1,87088992,1470152,1,4580752.03125,4220124.03125,4414360.03125,4220124.03125,3.6324166613881257,0.0
lp1,1,1643420,534388,1,162165.59375,142596.59375,160693.59375,134438.59375,0.9077141247787033,5.72103427260162
m14b,1,3358036,214765,1,1639144.78125,170830.78125,1499784.78125,157407.9375,8.501994551922683,7.857391772011228
M6,1,21003872,3501776,1,11611743.53125,10438367.53125,11592742.53125,9607508.53125,0.1636360633428023,7.959664166955273
mac_econ_fwd500,1,1273389,206500,1,97614.390625,72596.390625,79050.390625,59690.109375,19.01768774167359,17.778130756758955
majorbasis,1,1750416,160000,1,107050.78125,92050.78125,107050.78125,82050.75,0.0,10.863602800763845
marine1,1,6226538,400320,1,384133.0,322172.0,384021.0,316889.0,0.02915656816779605,1.6398073078976445
mario002,1,2101242,389874,1,400568.875,128556.875,370195.875,122862.875,7.582466311193051,4.4291680238804805
matrix_9,1,2121550,103430,1,116924.0625,105912.0625,116924.0625,99447.65625,0.0,6.103559969857069
mawi_201512012345,1,38040320,18571154,1,5205359.15625,4492568.15625,5104409.15625,4387367.15625,1.939347448845884,2.3416673123510834
mawi_201512020000,1,74485420,35991342,1,9943204.96875,8716382.96875,9760047.96875,8521078.96875,1.8420318255093295,2.24065418763958
mawi_201512020030,1,143414960,68863315,1,18742802.46875,16652411.46875,18397577.46875,16360598.46875,1.8419070497893577,1.7523768287110715
mawi_201512020130,1,270234840,128568730,1,34990142.78125,31084045.78125,34270656.78125,30510000.78125,2.0562533982729203,1.8467512370808108
mawi_201512020330,1,480047894,226196185,1,65624273.625,56713916.625,63215175.625,55808487.625,3.6710471094376245,1.596484697022104
mc2depi,1,2100225,525825,1,147745.140625,147745.140625,147745.140625,131312.140625,0.0,11.122531631486611
memchip,1,14810202,2707524,1,1236413.5,1072512.5,1225351.5,1050005.5,0.8946845048197873,2.0985303201594387
mi2010,1,1578090,329885,1,363171.8125,94590.8125,241608.8125,94590.8125,33.4725867525856,0.0
mip1,1,10352819,66463,1,501680.359375,489442.359375,498247.359375,485288.390625,0.684300259287981,0.8487145974256226
mixtank_new,1,1995041,29957,1,128405.890625,95389.890625,109641.890625,93517.546875,14.613036760750242,1.9628324738945575
ML_Geer,1,110879972,1504002,1,5525643.84375,5338499.84375,5420602.84375,5338499.84375,1.9009730444138346,0.0
ML_Laplace,1,27689972,377002,1,1354463.09375,1321530.09375,1333312.09375,1321530.09375,1.5615781705384693,0.0
mn2010,1,1227102,259777,1,253830.5,73756.5,161628.5,57520.40625,36.324239994799676,22.01310223505725
mo2010,1,1656568,343565,1,368988.46875,99124.46875,221471.46875,99124.46875,39.978756111196226,0.0
mosfet2,1,1499460,46994,1,130285.34375,73224.34375,77975.34375,70287.1875,40.15033348676259,4.011174562421394
mouse_gene,1,28967291,45101,1,14587529.609375,1360660.609375,14186476.609375,1357841.765625,2.749286621788616,0.2071672929000859
msc10848,1,1229778,10848,1,64415.875,58323.875,60410.875,57645.84375,6.217411468834352,1.1625277812902521
msc23052,1,1154814,23052,1,67251.6875,55572.6875,64325.6875,54131.90625,4.3508201931735915,2.59260675489196
msdoor,1,20240935,415863,1,1138122.296875,977618.296875,1115794.296875,974785.296875,1.9618278335559471,0.28978590202902393
m_t1,1,9753570,97578,1,472796.25,463297.25,470458.25,457198.59375,0.49450476817445144,1.3163592596329894
mycielskian13,1,1227742,6143,1,109498.375,57934.375,57934.375,57550.40625,47.091109799574646,0.6627649819299855
mycielskian14,1,3695512,12287,1,539108.09375,173995.09375,236260.09375,173227.125,56.17574722230741,0.44137379592061055
mycielskian15,1,11111110,24575,1,2181841.25,522369.25,1125337.25,520833.28125,48.42258803201195,0.29403889107178494
mycielskian16,1,33382480,49151,1,7702365.71875,1567875.71875,4935138.71875,1564803.75,35.926974919714496,0.19593190412114736
mycielskian17,1,100245742,98303,1,25152959.125,4705163.125,19136722.125,4699019.15625,23.918605242833433,0.13057929314618608
mycielskian18,1,300933832,196607,1,78820990.34375,14118561.34375,67306856.34375,14106273.375,14.607953985080824,0.08703414215386494
mycielskian19,1,903194710,393215,1,241534758.0,42361828.0,221561050.0,42361828.0,8.26949635132845,0.0
NACA0015,1,6229636,1039183,1,3479697.15625,2184787.15625,3465191.15625,1406294.15625,0.41687535864853326,35.63244125511139
nasasrb,1,2677324,54870,1,130643.96875,128928.96875,130643.96875,125499.5625,0.0,2.659919088199486
nc2010,1,1416620,288987,1,366827.78125,84465.78125,186415.78125,84465.78125,49.18166213726485,0.0
nd12k,1,14220946,36000,1,688892.875,668856.875,684829.875,666606.84375,0.589786909902356,0.3363995099848529
nd24k,1,28715634,72000,1,1397752.375,1350545.375,1391744.375,1346045.34375,0.42983293088663144,0.33320104109793425
nd3k,1,3279690,9000,1,157311.0,154298.0,154809.0,153735.46875,1.5904800045769207,0.3645745570260146
nd6k,1,6897316,18000,1,332630.71875,324436.71875,329834.71875,323311.6875,0.8405717940024142,0.34676446437214503
nemeth21,1,1173746,9506,1,55911.5,55613.5,55911.5,55019.34375,0.0,1.0683669432781608
nemeth22,1,1358832,9506,1,64587.40625,64289.40625,64587.40625,63695.25,0.0,0.9241899788116336
nemeth23,1,1506810,9506,1,71523.875,71225.875,71523.875,70631.71875,0.0,0.8341859612114277
nemeth24,1,1506550,9506,1,71511.6875,71213.6875,71511.6875,70619.53125,0.0,0.834328723674083
nemeth25,1,1511758,9506,1,71755.8125,71457.8125,71755.8125,70863.65625,0.0,0.8314783635449238
nemeth26,1,1511760,9506,1,71755.90625,71457.90625,71755.90625,70863.75,0.0,0.8314772726775773
net100,1,2033200,29920,1,561187.28125,97176.28125,113965.28125,95306.25,79.69211258741441,1.92437004786083
net125,1,2577200,36720,1,712714.28125,123101.28125,162909.28125,120806.25,77.14241379248355,1.8643439180288792
net150,1,3121200,43520,1,862893.28125,149026.28125,195545.28125,146306.25,77.33841652275584,1.8252023919438705
net4-1,1,2441727,88343,1,171604.421875,119977.421875,171604.421875,114455.953125,0.0,4.602089846331765
net75,1,1489200,23120,1,409933.28125,71251.28125,77988.28125,69806.25,80.97537213563335,2.0280775652718526
netherlands_osm,1,4882476,2216688,1,672599.09375,585115.09375,657748.09375,572227.09375,2.208001785610494,2.2026435717801887
nlpkkt120,1,96845792,3542400,1,5201116.53125,4982446.53125,5201116.53125,4982446.53125,0.0,0.0
nlpkkt160,1,229518112,8345600,1,12318621.53125,11801861.53125,12318621.53125,11801861.53125,0.0,0.0
nlpkkt200,1,448225632,16240000,1,24048026.53125,23040576.53125,24048026.53125,23040576.53125,0.0,0.0
nlpkkt240,1,774472352,27993600,1,41541331.53125,39802591.53125,41541331.53125,39802591.53125,0.0,0.0
nlpkkt80,1,28704672,1062400,1,1543511.53125,1478331.53125,1543511.53125,1478331.53125,0.0,0.0
NLR,1,24975952,4163763,1,13704489.96875,12494897.96875,13682364.96875,11664369.96875,0.16144343970808891,6.6469370304356845
ns3Da,1,1679599,20414,1,1095208.109375,80007.109375,677290.109375,78731.203125,38.15877516086804,1.5947410923443328
nv1,1,2449194,75468,1,209180.75,119522.75,128983.75,114805.96875,38.33861385428631,3.946345988525197
nv2,1,52728362,1453908,1,48008803.25,2729507.25,45968702.25,2698126.25,4.249431066582565,1.1496946930622733
nxp1,1,2656177,414604,1,1067355.078125,160037.078125,954149.078125,150421.078125,10.60621739851246,6.008607575607723
ny2010,1,1709544,350169,1,553045.46875,102020.46875,339983.46875,102020.46875,38.52522297697607,0.0
offshore,1,4242673,259789,1,896029.140625,215112.140625,611216.140625,198875.296875,31.786131397616902,7.54808338702989
oh2010,1,1768240,365344,1,445953.28125,110462.28125,262652.28125,105720.28125,41.10318450538365,4.292868068936427
ohne2,1,11063545,181343,1,636632.640625,529937.640625,576906.640625,518603.671875,9.381548508314829,2.138736311810744
oilpan,1,3597188,73752,1,175626.71875,173227.71875,175532.71875,168618.1875,0.05352260787483396,2.660966318359486
ok2010,1,1274148,269118,1,351314.59375,76545.59375,159495.59375,59725.6875,54.60035062947054,21.973709296624275
olafu,1,1015156,16146,1,49099.59375,48594.59375,49099.59375,47585.4375,0.0,2.0766841990524925
opt1,1,1930655,15449,1,91969.046875,91465.046875,91948.046875,90499.453125,0.022833769309952956,1.055696993540736
pa2010,1,2058462,421545,1,682620.0,132068.0,412716.0,122837.0,39.53942164015118,6.989581124875064
packing-500x100x100-b050,1,34976486,2145852,1,2081584.5625,1840696.5625,1977077.5625,1840696.5625,5.02055030012743,0.0
para-10,1,5416358,155924,1,531135.0625,263637.0625,460476.0625,253891.78125,13.303395875884206,3.696476192530783
para-4,1,5326228,153226,1,524862.59375,259243.59375,454783.59375,249666.9375,13.35187548788811,3.6940763362643363
para-5,1,5416358,155924,1,531135.0625,263637.0625,460476.0625,253891.78125,13.303395875884206,3.696476192530783
para-6,1,5416358,155924,1,531135.0625,263637.0625,460476.0625,253891.78125,13.303395875884206,3.696476192530783
para-7,1,5416358,155924,1,531135.0625,263637.0625,460476.0625,253891.78125,13.303395875884206,3.696476192530783
para-8,1,5416358,155924,1,531135.0625,263637.0625,460476.0625,253891.78125,13.303395875884206,3.696476192530783
para-9,1,5416358,155924,1,531135.0625,263637.0625,460476.0625,253891.78125,13.303395875884206,3.696476192530783
parabolic_fem,1,3674625,525825,1,342674.140625,261844.140625,341735.140625,205112.140625,0.27402126063185483,21.666324044748713
patents,1,14970767,3774768,1,15338868.734375,12655917.734375,15159831.734375,10690608.734375,1.167211240283784,15.528775085681726
pattern1,1,9323432,19242,1,3324863.53125,438238.53125,2013461.53125,437035.875,39.44228049284692,0.27442960037530933
pcrystk03,1,1751178,24696,1,84402.0,83630.0,84402.0,82086.46875,0.0,1.8456669257443503
pct20stif,1,2698463,52329,1,134460.046875,129761.046875,132932.046875,126490.453125,1.1363970454513497,2.520474232263703
pdb1HYS,1,4344765,36417,1,208446.953125,205936.953125,207512.953125,203660.859375,0.44807563075287815,1.1052381398584898
PFlow_742,1,37138461,742793,1,1853153.953125,1810502.953125,1847686.953125,1787289.953125,0.29501056783657503,1.2821299164374982
pkustk03,1,3130416,63336,1,154181.78125,150696.78125,153277.78125,146738.25,0.5863208951608866,2.6268187131568213
pkustk04,1,4218660,55590,1,229552.09375,201224.09375,208590.09375,197749.6875,9.131696277547022,1.7266353075574479
pkustk05,1,2205144,37164,1,108576.90625,105688.90625,107269.90625,103366.125,1.203755057259241,2.1977531345679906
pkustk06,1,2571768,43164,1,126854.40625,123249.40625,125172.40625,120551.625,1.3259295043210215,2.1888797131629185
pkustk07,1,2418804,16860,1,123248.21875,114435.21875,115684.21875,113381.4375,6.137208372433375,0.92085396568528
pkustk08,1,3226671,22209,1,168632.296875,152638.296875,157012.296875,151250.203125,6.890732211643548,0.90940070638809
pkustk09,1,1583640,33960,1,78113.65625,76355.65625,77651.65625,74233.125,0.5914458779414771,2.779795701120701
pkustk10,1,4308984,80676,1,211974.90625,207025.90625,210591.90625,201983.625,0.652435717258396,2.4355798466647216
pkustk11,1,5217912,87804,1,259853.40625,250077.40625,255139.40625,244589.625,1.8140997526369735,2.1944330486673063
pkustk12,1,7512317,94653,1,418420.703125,358055.703125,404089.703125,352139.859375,3.42502172884087,1.6522132445785214
pkustk13,1,6616827,94893,1,336895.609375,316094.609375,324045.609375,310163.765625,3.8142378951862823,1.876287533573191
pkustk14,1,14836504,151926,1,738535.53125,704956.53125,715345.53125,695461.125,3.139997876710147,1.3469491846771227
pli,1,1350309,22695,1,65455.203125,64714.203125,65424.203125,63295.734375,0.047360635243617236,2.191897113003352
poisson3Db,1,2374949,85623,1,1648878.203125,116677.203125,1417070.203125,111325.734375,14.058527765160033,4.586558990676869
power9,1,2512300,155376,1,164426.09375,127475.09375,142043.09375,117764.0625,13.612802864508847,7.6179832187807275
PR02R,1,8185136,161070,1,419414.15625,393745.15625,399056.15625,383678.25,4.8539134162808795,2.55670605471734
pre2,1,5959282,659033,1,407674.9375,341125.9375,352327.9375,320530.9375,13.5762576771107,6.037359736094532
pwtk,1,11634424,217918,1,566969.53125,558983.53125,566527.53125,545363.625,0.07795833385006083,2.436548751184698
qa8fk,1,1660579,66127,1,84039.609375,81972.609375,84039.609375,77839.640625,0.0,5.041889945326631
qa8fm,1,1660579,66127,1,84039.609375,81972.609375,84039.609375,77839.640625,0.0,5.041889945326631
Queen_4147,1,329499284,4147110,1,16206097.34375,15834071.34375,16096260.34375,15834071.34375,0.6777510813999859,0.0
radiation,1,7637688,223104,1,4318018.65625,371960.65625,1798662.65625,358016.625,58.34518561779315,3.748791979931345
raefsky3,1,1488768,21200,1,71774.03125,71111.03125,71774.03125,69786.0,0.0,1.8633272879163876
raefsky4,1,1328611,19779,1,64294.859375,63514.859375,64192.859375,62278.640625,0.15864409844196817,1.9463457247086127
Raj1,1,1302464,263743,1,124249.96875,77536.96875,114260.96875,61053.0,8.03943864170992,21.259495974299355
rajat21,1,1893370,411676,1,159088.5,124823.5,154985.5,114481.5,2.579067625881192,8.285298841964854
rajat24,1,1948235,358172,1,177138.296875,113709.296875,169516.296875,113709.296875,4.302852705746949,0.0
rajat29,1,4866270,643994,1,379609.0625,322766.0625,354347.0625,268356.0625,6.654741020572974,16.85741046582306
rajat30,1,6175377,643994,1,505359.453125,384427.453125,451553.453125,329720.453125,10.647075001225149,14.23077346721425
rajat31,1,20316253,4690002,1,1511363.515625,1392464.515625,1511356.515625,1392411.515625,0.0004631579317372408,0.0038062011207668904
ramage02,1,2866352,16830,1,137426.15625,135412.15625,135938.15625,134360.25,1.0827633112964985,0.7768181817132833
rgg_n_2_17_s0,1,1457506,131072,1,81460.625,76512.625,81460.625,68320.59375,0.0,10.706770614653465
rgg_n_2_18_s0,1,3094566,262144,1,171001.8125,161441.8125,171001.8125,145057.78125,0.0,10.14856745987041
rgg_n_2_19_s0,1,6539532,524288,1,357777.59375,353607.59375,357777.59375,339308.59375,0.0,4.043747999967832
rgg_n_2_20_s0,1,13783240,1048576,1,747727.40625,747485.40625,747485.40625,741301.40625,0.03236473586192027,0.8273071217569339
rgg_n_2_21_s0,1,28975990,2097152,1,1639940.5625,1559517.5625,1559517.5625,1559517.5625,4.90401919673232,0.0
rgg_n_2_22_s0,1,60718396,4194304,1,18751990.84375,3246216.84375,3246262.84375,3246216.84375,82.68843627964989,0.0
rgg_n_2_23_s0,1,127002786,8388608,1,67516717.625,6749607.625,6760180.625,6749607.625,89.98739739904529,0.0
rgg_n_2_24_s0,1,265114400,16777216,1,182782945.53125,14014605.53125,59396217.53125,14014605.53125,67.50450795142966,0.0
rim,1,1014951,22560,1,49690.859375,48985.859375,49690.859375,47575.828125,0.0,2.878445469754505
RM07R,1,37464962,381689,1,1923360.6875,1780025.6875,1905891.6875,1780025.6875,0.9082539803133,0.0
rma10,1,2374001,46835,1,116488.515625,114208.515625,116357.515625,111281.296875,0.11245743779731505,2.5630477149457302
road_central,1,33866826,14081816,1,15783654.0,14848513.0,15323594.0,14843157.0,2.914787665771183,0.0360709520205828
roadNet-CA,1,5533214,1971281,1,798127.5,447515.5,721457.5,446430.5,9.606234592843874,0.24244970285945402
roadNet-PA,1,3083796,1090920,1,434197.46875,249428.46875,373690.46875,247974.46875,13.935364518404969,0.5829326569203019
roadNet-TX,1,3843320,1393383,1,521433.09375,313776.09375,446605.09375,312496.09375,14.350450881791582,0.40793420069147635
road_usa,1,57708624,23947347,1,10747446.96875,6700016.96875,9360679.96875,6677769.96875,12.90322254236059,0.3320439351685784
s3dkq4m2,1,4820891,90449,1,234459.359375,231632.359375,234459.359375,225979.265625,0.0,2.4405457705708353
s3dkt3m2,1,3753461,90449,1,184423.578125,181596.578125,184423.578125,175943.484375,0.0,3.112995744946667
s4dkt3m2,1,3753461,90449,1,184423.578125,181596.578125,184423.578125,175943.484375,0.0,3.112995744946667
Serena,1,64531701,1391349,1,3435494.828125,3155362.828125,3351141.828125,3155362.828125,2.455337708834147,0.0
ship_001,1,4644230,34920,1,228814.8125,219880.8125,226097.8125,217698.28125,1.1874231262890813,0.992597410017302
ship_003,1,8086034,121728,1,403156.875,386640.875,390552.875,379032.84375,3.1263264455058595,1.9677255411756454
shipsec1,1,7813404,140874,1,391750.96875,375057.96875,384423.96875,366253.3125,1.8703208375920575,2.347545441933768
shipsec5,1,10113096,179860,1,502610.65625,485292.65625,492651.65625,474051.375,1.981454208373641,2.3163922027719743
shipsec8,1,6653399,114919,1,331392.546875,319060.546875,324193.546875,311878.078125,2.172348191860644,2.2511303325803906
Si34H36,1,5156379,97569,1,329266.359375,247803.359375,275729.359375,241705.265625,16.259480653177494,2.4608600001954675
Si41Ge41H72,1,15011265,185639,1,1046215.515625,715255.515625,776710.515625,703653.046875,25.75998883356266,1.6221432056852585
Si87H76,1,10661631,240369,1,636555.046875,514787.046875,596121.046875,499763.953125,6.3520036795718005,2.918312308205356
SiO2,1,11283503,155331,1,1287637.421875,538622.421875,1266048.421875,528914.203125,1.676636577442978,1.8024163784724545
SiO,1,1317655,33401,1,78314.671875,63852.671875,70084.671875,61765.078125,10.50888652529389,3.269391379716638
sme3Db,1,2081063,29067,1,1195829.546875,99366.546875,791462.546875,97549.828125,33.81476909118959,1.828300174590323
sme3Dc,1,3148656,42930,1,1942018.40625,150276.40625,1449430.40625,147593.25,25.36474414530282,1.7854807131442167
smt,1,3753184,25710,1,180844.40625,177537.40625,179331.40625,175930.5,0.8366307984712688,0.9051085537079598
soc-LiveJournal1,1,68993773,4847571,1,43166513.328125,21853241.328125,40531467.328125,17240711.328125,6.104375352185659,21.10684603141091
soc-Pokec,1,30622564,1632803,1,28809088.90625,14163591.90625,27921772.90625,7387418.90625,3.0799863296180146,47.84219317283395
sparsine,1,1548988,50000,1,905680.84375,75733.84375,275619.84375,72608.8125,69.56766330523372,4.1263338756657255
srb1,1,2962152,54924,1,144834.65625,142283.65625,144657.65625,138850.875,0.12220831987509895,2.4126321606245624
ss,1,34753577,1652680,1,2073351.453125,1849703.453125,2073351.453125,1842140.453125,0.0,0.4088763518942788
Stanford_Berkeley,1,7583376,683446,1,581050.15625,417114.15625,532449.15625,398186.15625,8.364338168956477,4.5378464663413105
Stanford,1,2312497,281903,1,2077484.265625,126017.265625,2049614.265625,108398.296875,1.3415264058144603,13.9813926787066
std1_Jac2,1,1248731,21982,1,61022.171875,59908.171875,60853.171875,58534.265625,0.2769485169196954,2.2933536561033643
std1_Jac3,1,1455848,21982,1,70730.78125,69616.78125,70551.78125,68242.875,0.25307227890968614,1.9735273957383659
StocF-1465,1,21005389,1465137,1,1408478.703125,1121984.703125,1298549.703125,1121984.703125,7.804803846597033,0.0
stokes,1,349321980,11449533,1,36372330.65625,18949442.65625,21415241.65625,18420674.65625,41.12216272681955,2.7904145234878404
stomach,1,3021648,213360,1,177015.78125,154974.78125,165859.78125,141639.75,6.302262951484729,8.604645957517684
struct3,1,1173694,53570,1,60040.0625,58365.0625,60040.0625,55016.90625,0.0,5.736576140906214
sx-stackoverflow,1,36233450,2601977,1,36026527.5625,24052277.5625,35818124.5625,17676562.5625,0.5784709604289663,26.507739167040057
t2em,1,4590832,921632,1,312556.28125,301598.28125,301598.28125,301598.28125,3.5059285822623347,0.0
t3dh_a,1,4352105,79171,1,216104.140625,208953.140625,216002.140625,204004.921875,0.04719946582467292,2.3680997257085377
t3dh_e,1,4352105,79171,1,216104.140625,208953.140625,216002.140625,204004.921875,0.04719946582467292,2.3680997257085377
t3dh,1,4352105,79171,1,216104.140625,208953.140625,216002.140625,204004.921875,0.04719946582467292,2.3680997257085377
TEM152078,1,6459326,152078,1,343558.8125,312285.8125,333244.8125,302780.90625,3.0021060804545656,3.043656121905954
TEM181302,1,7839010,181302,1,419618.0,378785.0,407057.0,367453.59375,2.9934368878360793,2.9915139855062898
test1,1,12968200,392908,1,3653737.15625,632441.15625,670346.15625,632441.15625,81.65313684091038,0.0
thermomech_dK,1,2846228,204316,1,683131.71875,146186.71875,624485.71875,133416.9375,8.584874393961817,8.735254036201562
thermomech_dM,1,1423116,204316,1,619060.34375,79478.34375,568381.34375,66708.5625,8.186439417683989,16.066994664820253
thread,1,4470048,29736,1,216032.03125,211392.03125,213478.03125,209533.5,1.182232090871941,0.8791869963168254
tmt_sym,1,5080961,726713,1,313521.640625,306299.640625,306299.640625,306299.640625,2.3035092523766676,0.0
tmt_unsym,1,4584801,917825,1,315450.640625,300959.640625,300959.640625,300959.640625,4.593745624129687,0.0
tn2010,1,1193966,240116,1,257732.4375,70974.4375,146376.4375,55967.15625,43.206047744766316,21.14462865591573
torso1,1,8516500,116158,1,559744.84375,406470.84375,417129.84375,399210.9375,25.478573245008118,1.7860829040090282
torso2,1,1033473,115967,1,63019.015625,55692.015625,63019.015625,48444.046875,0.0,13.01437678033403
torso3,1,4429042,259156,1,293731.625,223808.625,258205.625,207611.34375,12.094714009769973,7.237112175636663
Transport,1,23500731,1602111,1,1348696.734375,1251794.734375,1348696.734375,1251794.734375,0.0,0.0
trdheim,1,1935324,22098,1,92790.46875,92099.46875,92790.46875,90718.3125,0.0,1.4996354145636697
troll,1,11985111,213453,1,586052.921875,575142.921875,585568.921875,561802.078125,0.08258639824736391,2.319570187268942
TSC_OPF_1047,1,2016902,8140,1,96734.0625,95051.0625,95229.0625,94542.28125,1.5558118423900578,0.5352715020939403
TSOPF_FS_b162_c3,1,1801300,30798,1,106438.84375,86360.84375,100645.84375,84435.9375,5.442561940644907,2.228910888796174
TSOPF_FS_b162_c4,1,2398220,40798,1,141605.46875,114966.46875,141587.46875,112416.5625,0.012711373479352294,2.217956485681831
TSOPF_FS_b300_c1,1,4400122,29214,1,247788.625,208081.625,240673.625,206255.71875,2.871398959496224,0.8774951896881813
TSOPF_FS_b300_c2,1,8767466,56814,1,492894.875,414525.875,479316.875,410974.96875,2.7547456240034953,0.8566187213283126
TSOPF_FS_b300_c3,1,13135930,84414,1,737982.625,621022.625,737979.625,615746.71875,0.0004065136357376978,0.8495513750404826
TSOPF_FS_b300,1,4400122,29214,1,247788.625,208081.625,240673.625,206255.71875,2.871398959496224,0.8774951896881813
TSOPF_FS_b39_c19,1,1977600,76216,1,120781.53125,97463.53125,120770.53125,92700.0,0.009107352660757064,4.887501190349083
TSOPF_FS_b39_c30,1,3121160,120216,1,190569.90625,153817.90625,190559.90625,146304.375,0.005247418229235762,4.884692187779666
TSOPF_RS_b2052_c1,1,6761100,25626,1,320242.21875,318528.21875,319995.21875,316926.5625,0.07712911837924244,0.5028302535597562
TSOPF_RS_b2383_c1,1,16171169,38120,1,763290.078125,760406.078125,762630.078125,758023.546875,0.08646778189771193,0.3133235410051977
TSOPF_RS_b2383,1,16171169,38120,1,763290.078125,760406.078125,762630.078125,758023.546875,0.08646778189771193,0.3133235410051977
TSOPF_RS_b300_c1,1,1474325,14538,1,70906.640625,70017.640625,70906.640625,69108.984375,0.0,1.2977533117212203
TSOPF_RS_b300_c2,1,2943887,28338,1,141523.859375,139765.859375,141523.859375,137994.703125,0.0,1.2672309660744001
TSOPF_RS_b300_c3,1,4413449,42138,1,212141.078125,209514.078125,212141.078125,206880.421875,0.0,1.2570306843193189
TSOPF_RS_b39_c30,1,1079986,60098,1,58132.5,54380.5,58132.5,50624.34375,0.0,6.9071749064462455
TSOPF_RS_b678_c1,1,4396289,18696,1,208366.578125,207244.578125,208366.578125,206076.046875,0.0,0.5638416505618776
TSOPF_RS_b678_c2,1,8781949,35696,1,416079.890625,413884.890625,416079.890625,411653.859375,0.0,0.5390463146965719
tsyl201,1,2454957,20685,1,120951.953125,116368.953125,118000.953125,115076.109375,2.4398117795999834,1.110986835647878
turon_m,1,1690876,189924,1,107350.09375,91130.09375,105751.09375,79259.8125,1.4895189600148813,13.025643628288266
twotone,1,1224224,120750,1,81935.40625,64932.40625,74714.40625,57385.5,8.813039845030366,11.622711502394075
tx2010,1,4456272,914231,1,1436429.21875,304349.21875,1023482.21875,292709.21875,28.748162082037847,3.8245539278224285
uk-2002,1,298113762,18520486,1,18331611.0,16929483.0,17873978.0,16732510.0,2.496414526797454,1.1634909347202156
uk-2005,1,936364282,39459925,1,46358321.0625,46358321.0625,46358321.0625,46358321.0625,0.0,0.0
va2010,1,1402128,285762,1,296358.90625,83584.90625,142375.90625,83584.90625,51.958283268228925,0.0
vanbody,1,2336898,47072,1,115009.125,112484.125,113955.125,109542.09375,0.9164490208929075,2.6155079661241087
vas_stokes_1M,1,34767207,1090664,1,3350678.359375,1801243.359375,2243345.359375,1766937.359375,33.048024347122066,1.9045732949657386
vas_stokes_2M,1,65129037,2146677,1,5818438.953125,3396844.953125,4311677.953125,3371992.953125,25.896310198300533,0.7316200869614868
vas_stokes_4M,1,131577616,4382246,1,10997914.15625,6881989.15625,8483192.15625,6851115.15625,22.865444885936938,0.44862029420609056
venkat01,1,1717792,62424,1,88703.03125,84423.03125,87623.03125,80521.5,1.2175457645366543,4.621406258733455
venkat25,1,1717792,62424,1,88703.03125,84423.03125,87623.03125,80521.5,1.2175457645366543,4.621406258733455
venkat50,1,1717792,62424,1,88703.03125,84423.03125,87623.03125,80521.5,1.2175457645366543,4.621406258733455
venturiLevel3,1,16108474,4026819,1,1713415.9375,1342571.9375,1680059.9375,1302553.9375,1.9467543910364729,2.9806968909626863
viscorocks,1,1162244,37762,1,58021.34375,56840.34375,58021.34375,54480.1875,0.0,4.152255412776246
vsp_bcsstk30_500sep_10in_1Kout,1,4033156,58348,1,4002705.96875,192700.96875,3676632.96875,189054.1875,8.146314082166493,1.8924561062955216
vsp_finan512_scagr7-2c_rlfddd,1,1104040,139752,1,277373.40625,60486.40625,220906.40625,51751.875,20.3577555481673,14.440486369613007
vsp_msc10848_300sep_100in_1Kout,1,2442056,21996,1,2211302.15625,115846.15625,1671129.15625,114471.375,24.427824052595483,1.1867301380575586
water_tank,1,2035281,60740,1,103860.078125,99200.078125,101224.078125,95403.796875,2.5380300569651624,3.826893407499522
wave,1,2118662,156317,1,140251.125,109082.125,130887.125,99312.28125,6.676595285777564,8.956411281866759
wb-edu,1,57156537,9845725,1,4123499.515625,3805246.515625,3988040.515625,3768267.515625,3.2850494946515942,0.971789865601554
webbase-1M,1,3105536,1000005,1,421826.34375,243900.34375,394094.34375,238793.34375,6.574269343508729,2.0938879878064953
web-BerkStan,1,7600595,685230,1,477104.796875,418089.796875,450295.796875,399104.796875,5.6191009135931775,4.540890531628093
web-Google,1,5105039,916428,1,5350598.484375,2613586.484375,5308478.484375,1305810.484375,0.7872016583378525,50.03760188608165
web-NotreDame,1,1497134,325729,1,142675.25,90536.25,137852.25,90536.25,3.3804040995197133,0.0
web-Stanford,1,2312497,281903,1,2101597.265625,126017.265625,1903228.265625,108398.296875,9.43896355617909,13.9813926787066
wi2010,1,1209404,253096,1,257945.34375,72509.34375,132543.34375,56690.8125,48.61572540016048,21.81585218111976
wikipedia-20051105,1,19753078,1634989,1,16717599.375,5987099.375,15535287.375,3736387.375,7.072259440359989,37.59269487655698
wikipedia-20060925,1,37269096,2983494,1,33485953.28125,15798729.28125,31611840.28125,11762369.28125,5.596713894507474,25.548637033678208
